,ID,Name,Address,ZipCode,FIPS_CODE,Pickup_InStore,Pickup_Curbside,Local_Delivery,Total Households,Hoseholds with Low Income,Hoseholds with Midium Income,Hoseholds with High Income,Hoseholds with Supplement Security Income,Hoseholds with Cash Public Assistance Income,White,TP_Black/African_American,TP_American_Indian,TP_Asian,TP_Other_Pacific_Islander,TP_Some_Other_Race,TP_Non_Hispan/Latin,TP_Hispan/Latin,Total_Population,POP_Teenager,POP_Adult,POP_Elder,Teenager_Worked_In_Past_1_Year,Adult_Worked_In_Past_1_Year,Elder_Worked_In_Past_1_Year,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,GQESTIMATES2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019,2017_sale,2018_sale,2019_sale,2020_sale,NPOPCHG2020,BIRTHS2020,DEATHS2020,NATURALINC2020,NETMIG2020,RESIDUAL2020,RBIRTH2020,RDEATH2020,POPESTIMATE2020,INTERNATIONALMIG2020,DOMESTICMIG2020,GQESTIMATES2020,RNATURALINC2020,RINTERNATIONALMIG2020,RDOMESTICMIG2020,RNETMIG2020
181,181,Texas-Cedar Park,4801 183A Toll Rd,78613,96944,1.0,1.0,1.0,633238,46919,158302,194429,17002,7631,1307392,133392,8116,113257,1002,105063,1194414,535809,1406634,201526,838918,366190,256.5,493.9,111.7,1696484,1696590,1707365,1758973,1812623,1858858,1912919,1965971,2020089,2066933,2111995,2169514,10775,51608,53650,46235,54061,53052,54118,46844,45062,57519,6040,24532,24319,24695,25177,25868,25744,25273,24791,24905,1845,8388,8524,9000,9036,9676,9980,10408,11093,11299,4195,16144,15795,15695,16141,16192,15764,14865,13698,13606,1129,5376,6201,6309,8015,9265,8656,8056,6063,5697,5051,29860,30535,23698,29056,27192,29521,23797,25190,37953,6180,35236,36736,30007,37071,36457,38177,31853,31253,43650,400,228,1119,533,849,403,177,126,111,263,31166,31177,31064,31575,31503,31646,31232,31095,30341,30584,30616,51.62635127,49.52491187,49.40413661,49.11988272,49.88667719,48.7608939,46.74719012,45.39939979,44.31624715,25.72899705,25.44566868,25.48041621,25.27872515,25.81020664,26.69098019,27.02846833,27.73087166,27.26516307,25.89735421,24.07924319,23.9237204,23.84115757,24.07647056,22.06991372,19.71872178,17.66852814,17.05108407,8.215443922,9.018780536,9.549184481000001,10.76253331,12.39267255,10.97141508,10.3036821,8.301255402,7.64970939,59.55680239,54.01859129,59.38126037,57.91134905,55.45777378,62.678350699999996,48.27861631,50.53264718,59.99246928,67.77224632,63.03737184,68.93044484,68.67388235,67.85044633,73.64976578,58.58229842,58.83390258,67.64217865,14719949.0,15121588.0,15344717.0,12049681.0,52512.572265625,24991.716796875,10923.265625,14068.44921875,38222.08203125,222.0390625,45.50084716695312,27.211867490625,2218031.9277648926,5042.248321533203,30581.689056396484,30254.83416748047,15.53796240777649,7.236713091254453,55.59902036156616,62.83573343921387
182,182,Texas-South Austin,5151 US Hwy 290,78735,48453,1.0,1.0,1.0,458484,39018,119381,136880,12070,5224,884639,100148,6847,79400,601,90556,795490,407676,985208,142178,598593,244437,126.0,247.7,61.2,1024266,1024444,1030503,1061709,1096886,1122248,1152260,1179805,1206110,1227585,1246572,1273954,6059,31206,35177,25362,30012,27545,26305,21475,18987,27382,3859,15639,15578,15837,15985,16386,16170,15674,15123,15147,1117,4667,4718,5132,4944,5334,5338,5607,5942,6196,2742,10972,10860,10705,11041,11052,10832,10067,9181,8951,932,4281,4926,4900,6362,7144,6788,6245,4576,4296,2192,15806,18564,9483,12172,9176,8595,5098,5169,13964,3124,20087,23490,14383,18534,16320,15383,11343,9745,18260,193,147,827,274,437,173,90,65,61,171,23046,23047,23004,23247,22930,22904,22791,22660,22876,23083,23055,14.94972785,14.43346251,14.27313538,14.05578701,14.05278155,13.55454826,12.88082525,12.22476989,12.01891986,4.46130698,4.371361928,4.625227679,4.3473137930000005,4.57448656,4.474593605,4.607808292,4.803252178,4.916434109,10.48842087,10.06210058,9.647907697,9.708473217,9.478294988,9.079954651,8.273016956000001,7.421517712999999,7.102485751000001,4.092319516,4.564079876,4.416137106,5.594176851,6.126758903,5.690060207999999,5.132113926000001,3.699037692,3.408812288,15.1093675,17.200076899999996,8.546577178,10.70297401,7.869420449,7.2047830710000005,4.189514298,4.178392883,11.08022691,19.20168702,21.76415678,12.96271428,16.29715086,13.99617935,12.89484328,9.321628224,7.877430575,14.48903919,,,,,24539.568359375,15323.912109375,5936.412109375,9387.498046875,15018.91796875,133.15234375,12.406419677695313,4.796281245449219,1297078.1701812744,3735.7406616210938,7670.626281738281,23084.037139892578,6.569939021856507,3.10856801271814,6.832384052066528,9.940952059214109
183,183,Texas-New Braunfels,642 S Walnut Ave,78130,144487,1.0,1.0,1.0,172891,14815,45950,57506,5814,1559,413954,23060,1504,6987,581,34775,320976,173408,405835,74752,199778,131305,388.5,712.4,154.1,401799,401838,404802,415817,427624,442074,459321,478385,497750,519496,538457,557547,2964,11015,11807,14450,17247,19064,19365,21746,18961,19090,1238,5052,5048,5225,5437,5793,5922,5792,6080,6108,601,2738,2712,2949,2865,3002,3234,3457,3724,3590,637,2314,2336,2276,2572,2791,2688,2335,2356,2518,79,263,380,345,522,667,642,527,377,318,2090,8386,8813,11522,13734,15368,15946,18768,16169,16185,2169,8649,9193,11867,14256,16035,16588,19295,16546,16503,158,52,278,307,419,238,89,116,59,69,10536,10535,10509,10680,11253,11608,11554,11514,11685,11379,11370,46.77410662,43.49137494,46.72842366,45.00190403,44.74210428,46.62042720000001,44.68806967,43.57499785,42.73606965,29.21209958,27.46579778,31.74155299,29.90571269,29.84806165,27.64469088,32.8671362,33.65093219,30.20301306,17.56200703,16.02557717,14.98687067,15.09619135,14.89404264,18.97573631,11.82093347,9.924065667999999,12.53305659,1.7555694769999999,2.510681258,2.164200524,3.490050076,4.083498813,3.753589126,2.921112074,1.935575691,1.6219879519999998,45.69152399,55.69127705,65.94080281,72.58303499,79.69262031,98.45217523,121.62951129999999,81.02627537,85.28967358,47.44709346,58.2019583,68.10500333,76.07308507,83.77611912,102.2057644,124.5506233,82.96185106,86.91166153,,,,,19276.359375,6011.896484375,3541.748046875,2470.1484375,16719.009765625,87.19921875,43.576246679427086,31.22085211779948,578142.4179077148,294.2455291748047,17047.695266723633,11438.79167175293,10.505070721786135,1.341237514045837,93.82089164226196,95.16212914228332
184,184,Texas-Live Oak,7613 N Loop 1604 E,78233,48029,1.0,1.0,1.0,632574,74605,210224,197492,38285,10741,1535359,146703,13229,54366,2058,112433,770360,1155505,1506216,258788,810373,437055,120.1,226.3,49.3,1714773,1714781,1722838,1755361,1788738,1821328,1858003,1894834,1927651,1956988,1981187,2003554,8057,32523,33377,32590,36675,36831,32817,29337,24199,22367,6214,26203,25870,26432,27455,28137,28059,27411,26779,26736,2789,11407,11413,12284,12270,12976,12888,13348,14094,14216,3425,14796,14457,14148,15185,15161,15171,14063,12685,12520,856,3841,5987,4730,5861,6135,5400,4445,3106,2339,3590,13832,12738,13537,15455,15492,12247,10806,8393,7493,4446,17673,18725,18267,21316,21627,17647,15251,11499,9832,186,54,195,175,174,43,-1,23,15,15,42001,42103,42002,41925,41720,42954,42645,42295,42860,43050,43052,15.066993,14.59891499,14.64349959,14.92390872,14.99505574,14.68102556,14.11250827,13.59970037,13.41919086,6.559141671,6.440565007000001,6.805415746,6.6696907670000005,6.915301677,6.743257331000001,6.872195846,7.157630121,7.135219077,8.507851333,8.158349978,7.838083847,8.254217954,8.079754063,7.937768232000001,7.24031242,6.442070247999999,6.283971781,2.208614286,3.378573793,2.6204507059999997,3.1859052639999996,3.269526494,2.82538715,2.288500939,1.577380386,1.1739784340000001,7.953541474,7.188286783,7.49958588,8.400983766,8.256153944,6.407873412000001,5.563451327,4.262380417,3.76084669,10.16215576,10.56686058,10.12003659,11.58688903,11.52568044,9.233260562,7.8519522660000005,5.839760803,4.934825124,13597490.0,13743368.0,12782664.0,10699582.0,25172.111328125,26947.7578125,13882.220703125,13065.53515625,12085.931640625,20.642578125,13.722053612721353,7.0619259157252605,2037792.0625915527,1463.6537322998047,4653.931945800781,43273.74987792969,5.916449380717773,0.703586027326538,2.8986221382167976,3.6022081642330304
185,185,Colorado-Johnstown,4900 Thompson Pkwy,80534,8123,1.0,1.0,,102101,8176,27004,35704,3453,2501,267514,3431,2032,4327,280,9158,208801,86322,233287,36747,125119,71421,134.6,243.2,57.2,252825,252827,254207,258827,264131,270165,277112,285819,295712,305885,314815,324492,1380,4620,5304,6034,6947,8707,9893,10173,8930,9677,939,3755,3794,3820,3957,4080,4306,4272,4304,4360,369,1444,1455,1567,1618,1725,1742,1837,1882,1856,570,2311,2339,2253,2339,2355,2564,2435,2422,2504,27,381,157,84,255,344,214,265,394,363,730,1920,2744,3621,4256,5926,7070,7423,6083,6778,757,2301,2901,3705,4511,6270,7284,7688,6477,7141,53,8,64,76,97,82,45,50,31,32,5895,5895,5895,5896,5897,5894,5894,5897,5901,5903,5903,14.63840603,14.50976943,14.29918996,14.46068444,14.49555985,14.80918472,14.20219848,13.86821331,13.63976931,5.629256541,5.5645004,5.865662479,5.912910647,6.128637435,5.9910821610000005,6.107078327000001,6.0641211539999995,5.80628712,9.009149491,8.945269027,8.433527482999999,8.547773797,8.366922412000001,8.81810256,8.095120155,7.804092154,7.833482192000001,1.485281677,0.600430627,0.314432449,0.931886412,1.222174654,0.7359882790000001,0.880988436,1.269534397,1.135604647,7.484884042999999,10.49415058,13.55428452,15.55336694,21.05409011,24.3151268,24.67764966,19.600451100000004,21.20421018,8.97016572,11.09458121,13.86871697,16.48525335,22.27626476,25.05111507,25.55863809,20.869985500000002,22.33981483,,,,,9425.8203125,4305.9765625,1839.060546875,2466.916015625,6921.072265625,37.830078125,13.891684575976562,5.930685026648438,334045.2640991211,368.3746032714844,7324.837799072266,5905.475936889648,7.6197947179433605,1.3899115936398925,22.694691520511782,24.084603116646125
186,186,Texas-San Antonio,8421 US Hwy 281,78216,48029,1.0,1.0,1.0,632574,74605,210224,197492,38285,10741,1535359,146703,13229,54366,2058,112433,770360,1155505,1506216,258788,810373,437055,120.1,226.3,49.3,1714773,1714781,1722838,1755361,1788738,1821328,1858003,1894834,1927651,1956988,1981187,2003554,8057,32523,33377,32590,36675,36831,32817,29337,24199,22367,6214,26203,25870,26432,27455,28137,28059,27411,26779,26736,2789,11407,11413,12284,12270,12976,12888,13348,14094,14216,3425,14796,14457,14148,15185,15161,15171,14063,12685,12520,856,3841,5987,4730,5861,6135,5400,4445,3106,2339,3590,13832,12738,13537,15455,15492,12247,10806,8393,7493,4446,17673,18725,18267,21316,21627,17647,15251,11499,9832,186,54,195,175,174,43,-1,23,15,15,42001,42103,42002,41925,41720,42954,42645,42295,42860,43050,43052,15.066993,14.59891499,14.64349959,14.92390872,14.99505574,14.68102556,14.11250827,13.59970037,13.41919086,6.559141671,6.440565007000001,6.805415746,6.6696907670000005,6.915301677,6.743257331000001,6.872195846,7.157630121,7.135219077,8.507851333,8.158349978,7.838083847,8.254217954,8.079754063,7.937768232000001,7.24031242,6.442070247999999,6.283971781,2.208614286,3.378573793,2.6204507059999997,3.1859052639999996,3.269526494,2.82538715,2.288500939,1.577380386,1.1739784340000001,7.953541474,7.188286783,7.49958588,8.400983766,8.256153944,6.407873412000001,5.563451327,4.262380417,3.76084669,10.16215576,10.56686058,10.12003659,11.58688903,11.52568044,9.233260562,7.8519522660000005,5.839760803,4.934825124,10601858.0,11326052.0,10590682.0,8672279.0,25172.111328125,26947.7578125,13882.220703125,13065.53515625,12085.931640625,20.642578125,13.722053612721353,7.0619259157252605,2037792.0625915527,1463.6537322998047,4653.931945800781,43273.74987792969,5.916449380717773,0.703586027326538,2.8986221382167976,3.6022081642330304
187,187,Colorado-Longmont,955 S Hover St,80503,16082,1.0,1.0,1.0,259421,22701,68655,76298,6403,4506,593988,6102,4037,22484,494,11647,576602,82589,551967,112425,258710,180832,301.3,500.5,124.6,594197,594190,595478,605203,615412,625548,636241,651330,660234,666525,675296,683095,1288,9725,10209,10136,10693,15089,8904,6291,8771,7799,1608,6315,6368,6333,6431,6308,6267,6019,5923,5946,833,3377,3450,3656,3688,4050,4001,4205,4251,4230,775,2938,2918,2677,2743,2258,2266,1814,1672,1716,303,1491,1287,1166,1356,1782,1416,1182,1499,1475,216,5271,5883,6194,6489,10887,5202,3281,5586,4596,519,6762,7170,7360,7845,12669,6618,4463,7085,6071,-6,25,121,99,105,162,20,14,14,12,17479,17481,17936,17864,18355,18832,19606,19476,19614,19707,19706,21.0300864,20.85625889,20.40125852,20.36525224,19.56750121,19.07763012,18.09790327,17.60946163,17.44985895,11.24040376,11.2977265,11.77473357,11.68094497,12.55708864,12.1817719,12.63325044,12.63691779,12.43332651,9.789682642999999,9.558532387,8.626524941,8.684307273,7.010412574,6.895858207000001,5.4646528320000005,4.972543842,5.016532445,4.982974598,4.2277644819999995,3.767975837,4.324475622,5.576583418999999,4.355501572,3.59787877,4.5190521210000005,4.400358913,17.54840176,19.24698039,19.9412926,20.34471338,33.58281975,15.67338878,9.530891507,16.18486686,12.98079524,22.53137636,23.47474487,23.70926844,24.669189000000003,39.15940317,20.02889035,13.12877027,20.70391898,17.38115415,,1404174.0,7631732.0,5789917.0,8225.611328125,5991.41015625,4191.24609375,1800.1640625,6404.857421875,20.587890625,17.833534397083334,12.47213359467448,693187.3642578125,1311.4116821289062,3151.6492767333984,19976.62467956543,3.8988874406282976,4.38333271813507,9.842639378697022,14.225972093433835
188,188,Colorado-Broomfield,1660 W Midway Blvd,80020,24073,1.0,1.0,1.0,520400,37699,132041,164275,15478,8153,1212495,25960,12141,50490,1040,41823,1059874,328698,1123831,171996,585903,365932,436.4,754.5,179.6,4233302,4233984,4239069,4262512,4285529,4313900,4336438,4364453,4380577,4395602,4405005,4410529,5085,23443,23017,28371,22538,28015,16124,15025,9403,5524,13662,54329,53698,54522,54129,54691,54057,53252,52371,51533,8950,37035,37082,38611,38153,40063,40123,41166,41169,40909,4712,17294,16616,15911,15976,14628,13934,12086,11202,10624,1338,6846,7434,7507,6402,8455,7506,6458,4741,4549,-803,-668,-1129,4998,314,5051,-5266,-3418,-6534,-9600,535,6178,6305,12505,6716,13506,2240,3040,-1793,-5051,-162,-29,96,-45,-154,-119,-50,-101,-6,-49,112925,113355,114664,113526,114150,114473,115643,115372,117387,115929,116196,447.0574848,451.55499469999995,468.56504529999995,450.9969404,449.70009699999997,442.3753898,446.3831989,422.46593260000003,420.48820020000005,381.0972823,375.5727724,397.18343589999995,393.7644835,404.4033758,401.8034191,409.88635930000004,390.2703828,391.2177555,65.96020253,75.98222235,71.38160945,57.23245684,45.29672116,40.57197078,36.49683959,32.19554982,29.27044466,37.53063138,43.37359521,49.49136109,49.82644981,54.11262559,53.10163699,59.39051312,31.65639276,31.41443442,-105.91886310000001,-159.4572241,-40.63739703,-113.4858733,-77.96929206,-99.12660056,20.97897888,-25.80281934,-85.75274226,-68.38823174,-116.08362890000001,8.85396405,-63.659423499999995,-23.85666647,-46.02496358,80.36949200000001,5.853573412,-54.33830784,,,,,9617.15234375,52270.21875,40821.2109375,11449.0078125,-1783.884765625,-47.970703125,427.6116303832032,394.3876477390625,4431555.826202393,3242.1443481445312,-11538.524597167969,116717.37522888184,19.16128698508056,28.96790246559997,-31.722529170988167,-2.7546267074935287
189,189,Texas-San Antonio NW,6840 NW Loop 410,78238,48029,1.0,1.0,1.0,632574,74605,210224,197492,38285,10741,1535359,146703,13229,54366,2058,112433,770360,1155505,1506216,258788,810373,437055,120.1,226.3,49.3,1714773,1714781,1722838,1755361,1788738,1821328,1858003,1894834,1927651,1956988,1981187,2003554,8057,32523,33377,32590,36675,36831,32817,29337,24199,22367,6214,26203,25870,26432,27455,28137,28059,27411,26779,26736,2789,11407,11413,12284,12270,12976,12888,13348,14094,14216,3425,14796,14457,14148,15185,15161,15171,14063,12685,12520,856,3841,5987,4730,5861,6135,5400,4445,3106,2339,3590,13832,12738,13537,15455,15492,12247,10806,8393,7493,4446,17673,18725,18267,21316,21627,17647,15251,11499,9832,186,54,195,175,174,43,-1,23,15,15,42001,42103,42002,41925,41720,42954,42645,42295,42860,43050,43052,15.066993,14.59891499,14.64349959,14.92390872,14.99505574,14.68102556,14.11250827,13.59970037,13.41919086,6.559141671,6.440565007000001,6.805415746,6.6696907670000005,6.915301677,6.743257331000001,6.872195846,7.157630121,7.135219077,8.507851333,8.158349978,7.838083847,8.254217954,8.079754063,7.937768232000001,7.24031242,6.442070247999999,6.283971781,2.208614286,3.378573793,2.6204507059999997,3.1859052639999996,3.269526494,2.82538715,2.288500939,1.577380386,1.1739784340000001,7.953541474,7.188286783,7.49958588,8.400983766,8.256153944,6.407873412000001,5.563451327,4.262380417,3.76084669,10.16215576,10.56686058,10.12003659,11.58688903,11.52568044,9.233260562,7.8519522660000005,5.839760803,4.934825124,,,,,25172.111328125,26947.7578125,13882.220703125,13065.53515625,12085.931640625,20.642578125,13.722053612721353,7.0619259157252605,2037792.0625915527,1463.6537322998047,4653.931945800781,43273.74987792969,5.916449380717773,0.703586027326538,2.8986221382167976,3.6022081642330304
190,190,Colorado-Colorado Springs,335 N Academy Blvd,80909,8041,1.0,1.0,1.0,253379,21203,73021,84216,9924,6188,547369,43282,4622,19250,2722,30293,572489,115664,547794,95679,283113,169002,144.1,237.2,51.4,1422910,1422886,1430607,1457201,1478313,1486073,1496912,1505899,1523226,1537500,1548914,1559641,7721,26594,21112,7760,10839,8987,17327,14274,11414,10727,5549,23045,23092,22764,22751,23134,22770,22188,21060,21129,1995,8445,8591,8749,8982,9426,9526,9872,10380,10397,3554,14600,14501,14015,13769,13708,13244,12316,10680,10732,791,2919,6476,3738,4063,4812,3482,1428,610,693,3217,9055,452,-10229,-6998,-9657,554,500,89,-719,4008,11974,6928,-6491,-2935,-4845,4036,1928,699,-26,159,20,-317,236,5,124,47,30,35,21,34933,34962,34943,35171,34247,35371,33952,34294,35864,36274,36298,31.61997925,31.14207143,30.41317551,30.23379339,30.56202297,29.86306562,28.85548622,27.254355800000003,27.14260082,11.68822314,11.71266657,11.82944495,12.0731519,12.53489536,12.58106241,12.93623951,13.47569814,13.38948498,19.93175611,19.42940486,18.58373057,18.16064148,18.02712761,17.28200322,15.91924672,13.77865766,13.75311584,3.908834475,8.772470419,5.003138257,5.317682511,6.372008987999999,4.444597337,1.8239662580000002,0.8053893520000001,0.9336610740000001,12.48868924,0.8091683140000001,-11.452263400000001,-7.939745287,-10.54612799,2.824749105,2.174717357,1.659490635,-0.22918893,16.39752371,9.581638733,-6.44912514,-2.622062781,-4.174119,7.2693464379999995,3.998683615,2.46487999,0.704472144,6999499.0,6972381.0,7769101.0,7255854.0,11765.509765625,21451.251953125,10188.57421875,11262.677734375,472.38671875,30.4453125,27.766306537578124,13.231414816861978,1571466.0299377441,-884.3315582275391,1462.9683990478516,36798.420669555664,12.518368358330077,-1.4394522137215575,5.297627390529785,3.8581751775849615
191,191,Texas-Lubbock,4304 W Loop 289,79407,96522,1.0,1.0,,120131,16550,43261,35582,6220,1557,265334,22739,3447,6652,203,17440,208132,116484,257034,62590,119678,74766,276.7,470.1,114.8,301766,301845,303154,306339,309035,312923,317896,321647,325137,328390,330598,333590,1309,3185,2696,3888,4973,3751,3490,3253,2208,2992,1178,4273,4191,4303,4566,4518,4496,4390,4312,4242,584,2436,2388,2473,2513,2672,2613,2663,2867,2810,594,1837,1803,1830,2053,1846,1883,1727,1445,1432,84,314,371,365,424,506,436,420,293,249,583,1037,548,1693,2469,1404,1168,1103,469,1312,667,1351,919,2058,2893,1910,1604,1523,762,1561,48,-3,-26,0,27,-5,3,3,1,-1,11678,11678,11414,11757,12144,13142,12907,12621,13144,13123,13120,28.04378474,28.34821855,28.00674485,28.23613463,27.29571732,27.08003765,26.30183896,26.30816848,26.04048755,17.27187956,15.78099516,15.55578061,18.33977641,17.207531200000002,17.70221189,16.80042164,17.48692367,17.18133926,10.77190519,12.56722339,12.45096425,9.896358217000001,10.08818612,9.37782576,9.50141732,8.821244814,8.859148285,1.956894492,2.182336298,1.426723206,1.609165481,2.0617103919999997,1.7708198069999999,1.543369007,0.955891948,0.7653191509999999,1.752701535,0.726111708,12.80542917,7.789061533,-5.463820137000001,-10.28403311,-2.956190588,-2.858809318,2.071075905,3.7095960260000003,2.9084480060000004,14.23215238,9.398227013,-3.4021097410000003,-8.513213304,-1.412821581,-1.90291737,2.836395056,,,,,2919.478515625,4305.892578125,2777.62890625,1528.26171875,1390.734375,0.482421875,26.311131014127604,17.239602420351563,337239.25148010254,206.72047424316406,723.6384124755859,13348.923477172852,7.93514432310156,0.5916614516571045,-1.6529136996167604,-1.0612522487127685
192,192,Texas-Corpus Christi,4949 Greenwood Dr,78416,48355,1.0,1.0,,128926,15862,42978,39656,9123,2167,324198,13620,1638,7370,242,7587,132024,228462,282358,46798,140886,94674,110.7,228.4,51.0,340223,340223,340245,343263,347939,352946,356657,360504,361642,361235,362026,362294,22,3018,4676,5007,3711,3847,1138,-407,791,268,1143,4683,4655,4896,5107,5138,4908,4618,4540,4467,693,2624,2631,2825,2795,2861,2828,2912,3044,2976,450,2059,2024,2071,2312,2277,2080,1706,1496,1491,110,459,723,606,732,794,701,562,359,346,-535,507,1930,2315,714,799,-1636,-2676,-1064,-1571,-425,966,2653,2921,1446,1593,-935,-2114,-705,-1225,-3,-7,-1,15,-47,-23,-7,1,0,2,5792,5798,5844,5793,6011,6143,6653,6675,6993,6784,6783,13.70283888,13.46928973,13.97090821,14.39396395,14.32872117,13.59281918,12.77672412,12.55425082,12.33432737,7.678037419,7.612825194,8.061236865,7.87764426,7.978682611,7.832211215,8.056695676,8.417431605,8.217362492000001,6.024801465,5.856464536,5.9096713439999995,6.5163196889999995,6.350038555,5.760607966,4.720028442,4.136819212,4.116964877,1.3430713319999998,2.092007836,1.729242315,2.063125438,2.214286611,1.941435665,1.5548979980000002,0.992726001,0.955378838,1.483523236,5.584474582,6.6059339260000005,2.012392845,2.2282304809999998,-4.530939727,-7.403749186000001,-2.942229707,-4.337861719,2.826594568,7.676482417999999,8.335176242000001,4.075518283,4.442517092,-2.589504062,-5.848851187999999,-1.949503706,-3.38248288,8525128.0,9799952.0,9937139.0,8288933.0,598.50390625,4565.26171875,2964.171875,1601.08984375,-1001.9140625,-0.673828125,12.64038012295573,8.20518372179427,364121.08584594727,212.14869689941406,-2716.736526489258,7028.537185668945,3.502822497505311,0.5964300261047973,-7.702650706911255,-7.106220680150512
193,193,Texas-Odessa,4101 E 42nd St,79762,48135,1.0,1.0,,51954,4452,16833,16776,2557,1177,127857,7254,703,1831,82,15760,63889,94453,116949,21529,64392,31028,124.8,233.5,61.4,137130,137136,137075,139642,144495,149656,154588,159903,157858,156951,161960,166223,-61,2567,4853,5161,4932,5315,-2045,-907,5009,4263,578,2407,2587,2845,3039,3168,2907,2717,2885,2915,218,1241,1112,1180,1149,1202,1147,1196,1262,1228,360,1166,1475,1665,1890,1966,1760,1521,1623,1687,-27,8,130,173,311,417,435,343,268,238,-411,1388,3139,3233,2644,2886,-4258,-2786,3106,2324,-438,1396,3269,3406,2955,3303,-3823,-2443,3374,2562,17,5,109,90,87,46,18,15,12,14,2175,2175,2180,2288,2307,2483,2540,2822,2490,2424,2425,17.39683503,18.20952569,19.34380641,19.97738657,20.14684045,18.29677021,17.26126,18.09282214,17.76447896,8.969452545,7.827210113,8.023090182,7.553148131,7.6440979229999995,7.219262276,7.5982579910000005,7.914433807999999,7.48362956,8.427382488,10.38231557,11.32071623,12.42423844,12.50274253,11.07750794,9.663002011,10.17838833,10.280849400000001,0.057820805999999995,0.915051542,1.176266611,2.044411722,2.651904188,2.737906792,2.179099073,1.680719699,1.4504102890000001,10.03190986,22.09497531,21.98190725,17.38078647,18.3534664,-26.80001636,-17.69962104,19.47878875,14.16282989,10.08973066,23.01002685,23.15817386,19.4251982,21.00537058,-24.06210957,-15.52052197,21.15950845,15.61324017,3980520.0,12029579.0,11367745.0,7759445.0,3454.80078125,2887.20703125,1223.86328125,1663.34375,1774.435546875,17.01953125,17.942190226432295,7.603878190826823,167172.05032348633,251.7301788330078,1361.1130981445312,2435.5225372314453,9.329627871304078,1.4427132955126343,7.671783468786012,9.114496757008055
